0	n
1	c
2	c
3	c
4	n
5	c
6	n
7	n
8	c
9	c
10	c
11	c
12	c
13	c
14	c
15	c
16	c
17	c
18	n
19	c
20	c
21	c
22	c
23	c
24	c
25	c
26	c
27	c
28	n
29	c
30	l
31	l
32	c
33	c
34	c
35	c
36	c
37	c
38	c
39	c
40	c
41	c
42	c
43	c
44	c
45	c
46	n
47	c
48	n
49	c
50	c
51	n
52	c
53	c
54	c
55	c
56	c
57	c
58	c
59	l
60	l
61	l
62	l
63	l
64	l
65	l
66	l
67	l
68	l
69	n
70	l
71	l
72	l
73	l
74	l
75	l
76	n
77	c
78	l
79	l
80	l
81	l
82	l
83	l
84	l
85	l
86	l
87	l
88	l
89	l
90	l
91	l
92	l
93	l
94	l
95	l
96	l
97	l
98	l
99	l
100	l
101	l
102	l
103	n
104	n
