0	BrighamYoung
1	FloridaState
2	Iowa
3	KansasState
4	NewMexico
5	TexasTech
6	PennState
7	SouthernCalifornia
8	ArizonaState
9	SanDiegoState
10	Baylor
11	NorthTexas
12	NorthernIllinois
13	Northwestern
14	WesternMichigan
15	Wisconsin
16	Wyoming
17	Auburn
18	Akron
19	VirginiaTech
20	Alabama
21	UCLA
22	Arizona
23	Utah
24	ArkansasState
25	NorthCarolinaState
26	BallState
27	Florida
28	BoiseState
29	BostonCollege
30	WestVirginia
31	BowlingGreenState
32	Michigan
33	Virginia
34	Buffalo
35	Syracuse
36	CentralFlorida
37	GeorgiaTech
38	CentralMichigan
39	Purdue
40	Colorado
41	ColoradoState
42	Connecticut
43	EasternMichigan
44	EastCarolina
45	Duke
46	FresnoState
47	OhioState
48	Houston
49	Rice
50	Idaho
51	Washington
52	Kansas
53	SouthernMethodist
54	Kent
55	Pittsburgh
56	Kentucky
57	Louisville
58	LouisianaTech
59	LouisianaMonroe
60	Minnesota
61	MiamiOhio
62	Vanderbilt
63	MiddleTennesseeState
64	Illinois
65	MississippiState
66	Memphis
67	Nevada
68	Oregon
69	NewMexicoState
70	SouthCarolina
71	Ohio
72	IowaState
73	SanJoseState
74	Nebraska
75	SouthernMississippi
76	Tennessee
77	Stanford
78	WashingtonState
79	Temple
80	Navy
81	TexasA&M
82	NotreDame
83	TexasElPaso
84	Oklahoma
85	Toledo
86	Tulane
87	Mississippi
88	Tulsa
89	NorthCarolina
90	UtahState
91	Army
92	Cincinnati
93	AirForce
94	Rutgers
95	Georgia
96	LouisianaState
97	LouisianaLafayette
98	Texas
99	Marshall
100	MichiganState
101	MiamiFlorida
102	Missouri
103	Clemson
104	NevadaLasVegas
105	WakeForest
106	Indiana
107	OklahomaState
108	OregonState
109	Maryland
110	TexasChristian
111	California
112	AlabamaBirmingham
113	Arkansas
114	Hawaii
