1	25
1	42
1	46
1	47
1	71
1	74
1	79
1	88
1	97
1	101
1	103
1	107
1	118
1	119
1	126
1	127
2	4
2	6
2	8
2	9
2	19
2	20
2	40
2	51
2	53
2	74
2	76
2	80
2	96
2	106
2	112
2	121
3	6
3	8
3	18
3	27
3	46
3	47
3	58
3	60
3	62
3	78
3	80
3	83
3	84
3	97
3	101
3	107
4	2
4	18
4	19
4	26
4	31
4	40
4	56
4	63
4	64
4	81
4	82
4	90
4	112
4	119
4	120
4	127
5	17
5	26
5	29
5	32
5	41
5	44
5	50
5	52
5	55
5	59
5	60
5	94
5	98
5	101
5	108
5	124
6	2
6	3
6	18
6	34
6	39
6	41
6	49
6	53
6	64
6	67
6	74
6	75
6	89
6	96
6	114
6	117
7	23
7	26
7	31
7	38
7	39
7	42
7	50
7	64
7	74
7	80
7	81
7	108
7	112
7	117
7	122
7	128
8	2
8	3
8	9
8	27
8	36
8	39
8	58
8	77
8	83
8	84
8	97
8	103
8	109
8	111
8	126
8	127
9	2
9	8
9	24
9	27
9	46
9	56
9	61
9	62
9	68
9	78
9	88
9	91
9	92
9	93
9	97
9	108
10	25
10	33
10	47
10	68
10	77
10	78
10	79
10	84
10	85
10	91
10	97
10	98
10	101
10	111
10	121
10	126
11	13
11	16
11	21
11	29
11	40
11	43
11	69
11	79
11	91
11	94
11	95
11	98
11	110
11	113
11	118
11	121
12	24
12	37
12	41
12	44
12	50
12	52
12	64
12	70
12	83
12	85
12	88
12	93
12	115
12	116
12	123
12	125
13	11
13	18
13	33
13	36
13	41
13	43
13	45
13	66
13	67
13	95
13	99
13	100
13	105
13	109
13	110
13	118
14	20
14	21
14	24
14	37
14	52
14	59
14	66
14	70
14	73
14	92
14	98
14	99
14	100
14	102
14	108
14	115
15	17
15	21
15	28
15	32
15	41
15	50
15	55
15	59
15	64
15	68
15	69
15	82
15	84
15	97
15	102
15	116
16	11
16	22
16	36
16	45
16	54
16	57
16	62
16	72
16	73
16	76
16	86
16	101
16	108
16	110
16	124
16	125
17	5
17	15
17	28
17	37
17	45
17	48
17	49
17	50
17	57
17	58
17	59
17	82
17	99
17	102
17	122
17	125
18	3
18	4
18	6
18	13
18	23
18	26
18	45
18	49
18	53
18	64
18	65
18	73
18	80
18	81
18	89
18	127
19	2
19	4
19	39
19	40
19	44
19	53
19	58
19	64
19	65
19	72
19	73
19	90
19	91
19	106
19	111
19	128
20	2
20	14
20	33
20	39
20	40
20	72
20	81
20	85
20	90
20	105
20	106
20	109
20	112
20	117
20	124
20	128
21	11
21	14
21	15
21	24
21	28
21	30
21	31
21	69
21	82
21	99
21	102
21	104
21	105
21	115
21	116
21	124
22	16
22	23
22	42
22	43
22	45
22	51
22	68
22	69
22	75
22	91
22	101
22	116
22	118
22	119
22	121
22	125
23	7
23	18
23	22
23	31
23	34
23	35
23	41
23	62
23	72
23	81
23	89
23	96
23	110
23	114
23	117
23	120
24	9
24	12
24	14
24	21
24	31
24	34
24	41
24	50
24	60
24	61
24	70
24	100
24	108
24	115
24	121
24	124
25	1
25	10
25	27
25	29
25	38
25	44
25	54
25	62
25	69
25	77
25	78
25	83
25	93
25	101
25	117
25	119
26	4
26	5
26	7
26	18
26	39
26	40
26	70
26	72
26	80
26	81
26	87
26	106
26	110
26	120
26	127
26	128
27	3
27	8
27	9
27	25
27	30
27	37
27	47
27	51
27	61
27	68
27	77
27	79
27	88
27	91
27	97
27	122
28	15
28	17
28	21
28	30
28	32
28	35
28	37
28	45
28	50
