1,1,1
2,2,2
3,3,3
4,4,4
5,5,5
6,6,2
7,7,6
8,8,4
9,9,7
10,10,8
11,11,4
12,12,2
13,13,3
14,14,4
15,15,9
16,16,3
17,17,3
18,18,8
19,19,4
20,20,3
21,21,2
22,22,4
23,23,2
24,24,8
25,25,3
26,26,4
27,27,4
28,28,4
29,29,9
30,30,10
31,31,1
32,32,3
33,33,2
34,34,4
35,35,4
36,36,2
37,37,3
38,38,10
39,39,3
40,40,2
41,41,3
42,42,2
43,43,4
44,44,11
45,45,4
46,46,3
47,47,11
48,48,2
49,49,8
50,50,4
51,51,8
52,52,4
53,53,1
54,54,8
55,55,8
56,56,3
57,57,2
58,58,4
59,59,8
60,60,4
61,61,4
62,62,2
63,63,12
64,64,4
65,65,3
66,66,3
67,67,2
68,68,4
69,69,4
70,70,8
71,71,4
72,72,5
73,73,2
74,74,2
75,75,4
76,76,4
77,77,3
78,78,4
79,79,2
80,80,3
81,81,13
82,82,2
83,83,6
84,84,14
85,85,7
86,86,2
87,87,9
88,88,2
89,89,6
90,90,15
91,91,3
92,92,4
93,93,3
94,94,8
95,95,2
96,96,3
97,97,16
98,98,8
99,99,4
100,100,2
101,101,1
102,102,2
103,103,4
104,104,7
105,105,3
106,106,3
107,107,8
108,108,3
109,109,3
110,110,16
111,111,4
112,112,8
113,113,13
114,114,4
115,115,4
116,116,4
117,117,17
118,118,8
119,119,2
120,120,2
121,121,2
122,122,4
123,123,4
124,124,3
125,125,2
126,126,2
127,127,2
128,128,2
129,129,13
130,130,3
131,131,3
132,132,2
133,133,3
134,134,15
135,135,4
136,136,3
137,137,3
138,138,14
139,139,16
140,140,6
141,141,4
142,142,3
143,143,8
144,144,9
145,145,5
146,146,4
147,147,6
148,148,3
149,149,8
150,150,17
151,151,8
152,152,2
153,153,2
154,154,4
155,155,3
156,156,2
157,157,16
158,158,4
159,159,18
160,160,9
161,161,8
162,162,8
163,163,4
164,164,1
165,165,4
166,166,18
167,167,19
168,168,3
169,169,2
170,170,3
171,171,4
172,172,14
173,173,2
174,174,5
175,175,20
176,176,2
177,177,2
178,178,8
179,179,4
180,180,2
181,181,4
182,182,8
183,183,15
184,184,4
185,185,11
186,186,7
187,187,2
188,188,5
189,189,2
190,190,2
191,191,18
192,192,2
193,193,4
194,194,7
195,195,18
196,196,8
197,197,2
198,198,11
199,199,2
200,200,4
201,201,16
202,202,4
203,203,4
204,204,4
205,205,3
206,206,21
207,207,8
208,208,5
209,209,6
210,210,3
211,211,4
212,212,8
213,213,8
214,214,15
215,215,3
216,216,3
217,217,3
218,218,4
219,219,2
220,220,3
221,221,4
222,222,4
223,223,22
224,224,8
225,225,8
226,226,8
227,227,3
228,228,4
229,229,8
230,230,3
231,231,11
232,232,2
233,233,21
234,234,23
235,235,7
236,236,4
237,237,13
238,238,8
239,239,2
240,240,4
241,241,2
242,242,4
243,243,20
244,244,2
245,245,11
246,246,22
247,247,4
248,248,4
249,249,7
250,250,2
251,251,4
252,252,3
253,253,3
254,254,7
255,255,2
256,256,2
257,257,3
258,258,8
259,259,4
260,260,8
261,261,4
262,262,4
263,263,5
264,264,4
265,265,5
266,266,4
267,267,4
268,268,3
269,269,3
270,270,4
271,271,2
272,272,23
273,273,4
274,274,2
275,275,16
276,276,4
277,277,2
278,278,3
279,279,4
280,280,4
281,281,19
282,282,4
283,283,4
284,284,12
285,285,4
286,286,4
287,287,2
288,288,2
289,289,2
290,290,2
291,291,4
292,292,8
293,293,3
294,294,5
295,295,2
296,296,4
297,297,2
298,298,9
299,299,4
300,300,3
301,301,4
302,302,4
303,303,4
304,304,2
305,305,2
306,306,4
307,307,6
308,308,2
309,309,3
310,310,4
311,311,4
312,312,2
313,313,8
314,314,3
315,315,6
316,316,5
317,317,4
318,318,2
319,319,4
320,320,4
321,321,3
322,322,2
323,323,4
324,324,3
325,325,4
326,326,4
327,327,4
328,328,2
329,329,4
330,330,3
331,331,4
332,332,4
333,333,2
334,334,4
335,335,1
336,336,24
337,337,1
338,338,18
339,339,24
340,340,1
341,341,24
342,342,24
343,343,24
344,344,25
345,345,26
346,346,24
347,347,26
348,348,27
349,349,24
350,350,18
351,351,24
352,352,1
353,353,25
354,354,24
355,355,25
356,356,24
357,357,27
358,358,25
359,359,25
360,360,24
361,361,24
362,362,24
363,363,28
364,364,24
365,365,24
366,366,25
367,367,25
368,368,24
369,369,28
370,370,1
371,371,24
372,372,24
373,373,24
374,374,24
375,375,25
376,376,25
377,377,25
378,378,1
379,379,18
380,380,24
381,381,24
382,382,24
383,383,24
384,384,24
385,385,18
386,386,24
387,387,24
388,388,24
389,389,26
390,390,24
391,391,25
392,392,24
393,393,25
394,394,24
395,395,24
396,396,26
397,397,29
398,398,24
399,399,24
400,400,24
401,401,24
402,402,24
403,403,1
404,404,25
405,405,1
406,406,25
407,407,24
408,408,26
409,409,24
410,410,25
411,411,24
412,412,24
413,413,1
414,414,1
415,415,1
416,416,24
417,417,24
418,418,24
419,419,25
420,420,25
421,421,25
