1	11
1	12
1	15
1	36
1	40
1	43
1	46
1	52
1	54
1	71
1	87
1	96
1	100
1	101
1	108
1	125
2	5
2	7
2	13
2	25
2	30
2	33
2	49
2	53
2	55
2	56
2	97
2	105
2	108
2	109
2	113
2	118
3	31
3	32
3	43
3	59
3	62
3	78
3	97
3	98
3	101
3	104
3	105
3	106
3	108
3	116
3	117
3	124
4	18
4	39
4	46
4	48
4	52
4	57
4	71
4	79
4	80
4	84
4	87
4	88
4	99
4	101
4	110
4	125
5	2
5	13
5	16
5	32
5	36
5	49
5	53
5	56
5	62
5	75
5	83
5	97
5	100
5	109
5	117
5	120
6	7
6	10
6	12
6	21
6	27
6	33
6	41
6	49
6	50
6	54
6	60
6	71
6	73
6	92
6	121
6	122
7	2
7	6
7	9
7	16
7	19
7	21
7	33
7	41
7	50
7	52
7	84
7	88
7	102
7	112
7	119
7	121
8	10
8	18
8	21
8	27
8	33
8	41
8	42
8	47
8	60
8	66
8	67
8	80
8	84
8	120
8	122
8	125
9	7
9	10
9	24
9	28
9	35
9	55
9	61
9	76
9	78
9	89
9	93
9	96
9	110
9	111
9	126
9	127
10	6
10	8
10	9
10	13
10	15
10	17
10	21
10	26
10	30
10	47
10	50
10	73
10	80
10	92
10	94
10	119
11	1
11	12
11	19
11	39
11	52
11	57
11	61
11	69
11	79
11	81
11	90
11	101
11	103
11	110
11	118
11	124
12	1
12	6
12	11
12	17
12	18
12	36
12	39
12	48
12	56
12	81
12	87
12	90
12	99
12	116
12	124
12	125
13	2
13	5
13	10
13	20
13	29
13	31
13	32
13	37
13	54
13	62
13	82
13	86
13	98
13	100
13	106
13	109
14	40
14	46
14	48
14	65
14	68
14	71
14	79
14	81
14	90
14	95
14	107
14	109
14	118
14	124
14	125
14	128
15	1
15	10
15	17
15	28
15	32
15	41
15	47
15	50
15	67
15	68
15	73
15	84
15	92
15	107
15	120
15	124
16	5
16	7
16	17
16	29
16	37
16	45
16	47
16	53
16	56
16	69
16	78
16	91
16	97
16	113
16	114
16	116
17	10
17	12
17	15
17	16
17	19
17	23
17	27
17	33
17	50
17	88
17	90
17	92
17	94
17	112
17	113
17	122
18	4
18	8
18	12
18	29
18	35
18	36
18	40
18	51
18	64
18	71
18	76
18	79
18	84
18	95
18	118
18	128
19	7
19	11
19	17
19	33
19	41
19	50
19	60
19	67
19	80
19	88
19	96
19	102
19	104
19	107
19	117
19	119
20	13
20	21
20	23
20	33
20	37
20	57
20	59
20	60
20	68
20	88
20	92
20	94
20	107
20	119
20	121
20	123
21	6
21	7
21	8
21	10
21	20
21	23
21	25
21	34
21	45
21	59
21	88
21	92
21	102
21	112
21	122
21	123
22	30
22	32
22	37
22	45
22	53
22	60
22	62
22	78
22	81
22	98
22	100
22	108
22	111
22	113
22	114
22	120
23	17
23	20
23	21
23	38
23	45
23	67
23	68
23	84
23	94
23	102
23	107
23	111
23	114
23	119
23	120
23	122
24	9
24	42
24	46
24	48
24	49
24	63
24	70
24	76
24	83
24	89
24	110
24	111
24	115
24	120
24	123
24	127
25	2
25	21
25	27
25	29
25	31
25	32
25	62
25	70
25	78
25	82
25	98
25	100
25	105
25	113
25	114
25	120
26	10
26	34
26	38
26	53
26	63
26	66
26	72
26	73
26	75
26	76
26	77
26	84
26	85
26	110
26	111
26	126
27	6
27	8
27	17
27	25
27	33
27	47
27	59
27	63
27	68
27	80
27	86
27	93
27	107
27	119
27	120
27	121
28	9
28	15
28	38
28	42
28	48
28	61
28	65
28	69
28	74
28	76
28	77
28	85
28	100
28	103
28	123
28	127
29	13
29	16
29	18
29	25
29	49
29	62
29	89
29	92
29	93
29	100
29	106
29	108
29	109
29	114
29	116
29	117
30	2
30	10
30	22
30	37
30	40
30	42
30	88
30	91
30	97
30	98
30	100
30	104
30	105
30	108
30	109
30	114
31	3
31	13
31	25
31	37
31	53
31	67
31	74
31	79
31	98
31	104
31	105
31	108
31	114
31	116
31	117
31	124
32	3
32	5
32	13
32	15
32	22
32	25
32	37
32	49
32	67
32	82
32	83
32	91
32	103
32	104
32	109
32	113
33	2
33	6
33	7
33	8
33	17
33	19
33	20
33	27
33	40
33	41
33	47
33	69
33	73
33	92
33	112
33	126
34	21
34	26
34	51
34	55
34	63
34	66
34	69
34	75
34	77
34	83
34	85
34	93
34	98
34	99
34	110
34	127
35	9
35	18
35	39
35	51
35	52
35	57
35	64
35	71
35	73
35	87
35	98
35	103
35	108
35	124
35	125
35	128
36	1
36	5
36	12
36	18
36	40
36	51
36	52
36	54
36	57
36	71
36	81
36	101
36	116
36	119
36	121
36	125
37	13
37	16
37	20
37	22
37	30
37	31
37	32
37	51
37	62
37	64
37	91
37	94
37	105
37	109
37	114
37	116
38	23
38	26
38	28
38	52
38	55
38	65
38	66
38	69
38	76
38	82
38	85
38	86
38	96
38	110
38	118
38	126
39	4
39	11
39	12
39	35
39	51
39	65
39	71
39	79
39	81
39	89
39	90
39	92
39	95
39	97
39	101
39	128
40	1
40	14
40	18
40	30
40	33
40	36
40	43
40	48
40	51
40	54
40	58
40	81
40	95
40	99
40	125
40	127
41	6
41	7
41	8
41	15
41	19
41	33
41	52
41	66
41	67
41	68
41	74
41	95
41	102
41	119
41	121
41	122
42	8
42	24
42	28
42	30
42	55
42	58
42	63
42	75
42	76
42	78
42	81
42	89
42	93
42	111
42	115
42	126
43	1
43	3
43	40
43	44
43	46
43	54
43	64
43	87
43	90
43	95
43	99
43	113
43	121
43	125
43	126
43	128
44	43
44	46
44	47
44	48
44	53
44	54
44	57
44	62
44	64
44	81
44	90
44	99
44	101
44	110
44	118
44	125
45	16
45	21
45	22
45	23
45	49
45	53
45	54
45	78
45	91
45	98
45	100
45	104
45	106
45	112
45	116
45	117
46	1
46	4
46	14
46	24
46	43
46	44
46	50
46	64
46	71
46	87
46	97
46	99
46	101
46	102
46	124
46	128
47	8
47	10
47	15
47	16
47	27
47	33
47	44
47	59
47	69
47	72
47	73
47	80
47	88
47	94
47	107
47	120
48	4
48	12
48	14
48	24
48	28
48	40
48	44
48	52
48	54
48	64
48	71
48	73
48	81
48	82
48	90
48	99
49	2
49	5
49	6
49	24
49	29
49	32
49	45
49	53
49	56
49	59
49	78
49	91
49	97
49	99
49	113
49	116
50	6
50	7
50	10
50	15
50	17
50	19
50	46
50	59
50	64
50	68
50	80
50	84
50	101
50	112
50	115
50	121
51	18
51	34
51	35
51	36
51	37
51	39
51	40
51	64
51	81
51	95
51	103
51	110
51	118
51	123
51	124
51	128
52	1
52	4
52	7
52	11
52	35
52	36
52	38
52	41
52	48
52	57
52	71
52	81
52	94
52	99
52	101
52	128
53	2
53	5
53	16
53	22
53	26
53	31
53	44
53	45
53	49
53	56
53	62
53	82
53	83
53	90
53	91
53	117
54	1
54	6
54	13
54	36
54	40
54	43
54	44
54	45
54	48
54	61
54	64
54	71
54	87
54	90
54	101
54	124
55	2
55	9
55	34
55	38
55	42
55	60
55	65
55	69
55	76
55	83
55	87
55	89
55	96
55	112
55	115
55	127
56	2
56	5
56	12
56	16
56	49
56	53
56	59
56	82
56	87
56	100
56	104
56	105
56	106
56	108
56	113
56	128
57	4
57	11
57	20
57	35
57	36
57	44
57	52
57	70
57	72
57	79
57	103
57	118
57	124
57	125
57	127
57	128
58	40
58	42
58	66
58	70
58	72
58	77
58	83
58	85
58	88
58	89
58	93
58	97
58	109
58	110
58	123
58	126
59	3
59	20
59	21
59	27
59	47
59	49
59	50
59	56
59	60
59	67
59	70
59	80
59	84
59	88
59	107
59	119
60	6
60	8
60	19
60	20
60	22
60	55
60	59
60	67
60	78
60	80
60	88
60	92
60	94
60	100
60	102
60	120
61	9
61	11
61	28
61	54
61	63
61	65
61	72
61	74
61	76
61	83
61	86
61	89
61	93
61	104
61	105
61	110
62	3
62	5
62	13
62	22
62	25
62	29
62	37
62	44
62	53
62	72
62	78
62	83
62	104
62	113
62	114
62	126
63	24
63	26
63	27
63	34
63	42
63	61
63	66
63	72
63	77
63	91
63	96
63	104
63	110
63	111
63	117
63	127
64	18
64	35
64	37
64	43
64	44
64	46
64	48
64	50
64	51
64	54
64	71
64	79
64	87
64	95
64	102
64	117
65	14
65	28
65	38
65	39
65	55
65	61
65	66
65	72
65	76
65	77
65	82
65	85
65	112
65	115
65	123
65	127
66	8
66	26
66	34
66	38
66	41
66	58
66	63
66	65
66	72
66	76
66	79
66	86
66	96
66	111
66	115
66	119
67	8
67	15
67	19
67	23
67	31
67	32
67	41
67	59
67	60
67	89
67	94
67	102
67	107
67	120
67	122
67	128
68	14
68	15
68	20
68	23
68	27
68	41
68	50
68	73
68	84
68	88
68	93
68	97
68	112
68	120
68	122
68	125
69	11
69	16
69	28
69	33
69	34
69	38
69	47
69	55
69	70
69	72
69	74
69	86
69	89
69	93
69	111
69	115
70	24
70	25
70	57
70	58
70	59
70	69
70	74
70	76
70	83
70	85
70	89
70	93
70	96
70	104
70	115
70	123
71	1
71	4
71	6
71	14
71	18
71	35
71	36
71	39
71	46
71	48
71	52
71	54
71	64
71	82
71	108
71	114
72	26
72	47
72	57
72	58
72	61
72	62
72	63
72	65
72	66
72	69
72	75
72	81
72	83
72	85
72	86
72	96
73	6
73	10
73	15
73	26
73	33
73	35
73	47
73	48
73	68
73	84
73	85
73	94
73	102
73	112
73	120
73	121
74	28
74	31
74	41
74	61
74	69
74	70
74	83
74	85
74	89
74	91
74	93
74	96
74	105
74	115
74	123
74	126
75	5
75	26
75	34
75	42
75	72
75	77
75	85
75	86
75	95
75	96
75	110
75	111
75	114
75	115
75	119
75	123
76	9
76	18
76	24
76	26
76	28
76	38
76	42
76	55
76	61
76	65
76	66
76	70
76	93
76	105
76	112
76	125
77	26
77	28
77	34
77	58
77	63
77	65
77	75
77	86
77	87
77	105
77	107
77	115
77	118
77	123
77	126
77	127
78	3
78	9
78	16
78	22
78	25
78	42
78	45
78	49
78	60
78	62
78	82
78	95
78	104
78	108
78	109
78	113
79	4
79	11
79	14
79	18
79	31
79	39
79	57
79	64
79	66
79	86
79	87
79	101
79	103
79	118
79	124
79	127
80	4
80	8
80	10
80	19
80	27
80	47
80	50
80	59
80	60
80	85
80	106
80	112
80	115
80	119
80	121
80	122
81	11
81	12
81	14
81	22
81	36
81	39
81	40
81	42
81	44
81	48
81	51
81	52
81	72
81	85
81	90
81	95
82	13
82	25
82	32
82	38
82	48
82	53
82	56
82	65
82	71
82	78
82	104
82	105
82	106
82	108
82	113
82	117
83	5
83	24
83	32
83	34
83	53
83	55
83	58
83	61
83	62
83	70
83	72
83	74
83	89
83	96
83	110
83	127
84	4
84	7
84	8
84	15
84	18
84	23
84	26
84	50
84	59
84	68
84	73
84	86
84	92
84	102
84	107
84	121
85	26
85	28
85	34
85	38
85	58
85	65
85	70
85	72
85	73
85	74
85	75
85	80
85	81
85	108
85	111
85	126
86	13
86	27
86	38
86	61
86	66
86	69
86	72
86	75
86	77
86	79
86	84
86	96
86	110
86	123
86	126
86	127
87	1
87	4
87	12
87	35
87	43
87	46
87	54
87	55
87	56
87	64
87	77
87	79
87	88
87	90
87	103
87	124
88	4
88	7
88	17
88	19
88	20
88	21
88	30
88	47
88	58
88	59
88	60
88	68
88	87
88	92
88	94
88	121
89	9
89	24
89	29
89	39
89	42
89	55
89	58
89	61
89	67
89	69
89	70
89	74
89	83
89	93
89	99
89	123
90	11
90	12
90	14
90	17
90	39
90	43
90	44
90	48
90	53
90	54
90	81
90	87
90	98
90	99
90	103
90	113
91	16
91	30
91	32
91	37
91	45
91	49
91	53
91	63
91	74
91	96
91	100
91	105
91	106
91	116
91	117
91	121
92	6
92	10
92	15
92	17
92	20
92	21
92	29
92	33
92	39
92	60
92	84
92	88
92	115
92	119
92	120
92	123
93	9
93	27
93	29
93	34
93	42
93	58
93	61
93	68
93	69
93	70
93	74
93	76
93	89
93	111
93	125
93	126
94	10
94	17
94	20
94	23
94	37
94	47
94	52
94	60
94	67
94	73
94	88
94	100
94	103
94	119
94	120
94	122
95	14
95	18
95	39
95	40
95	41
95	43
95	51
95	64
95	75
95	78
95	81
95	99
95	103
95	122
95	124
95	125
96	1
96	9
96	19
96	38
96	55
96	63
96	66
96	70
96	72
96	74
96	75
96	83
96	86
96	91
96	111
96	128
97	2
97	3
97	5
97	16
97	30
97	39
97	46
97	49
97	58
97	68
97	98
97	105
97	106
97	109
97	113
97	117
98	3
98	13
98	22
98	25
98	30
98	31
98	34
98	35
98	45
98	90
98	97
98	105
98	108
98	113
98	114
98	115
99	4
99	12
99	34
99	40
99	43
99	44
99	46
99	48
99	49
99	52
99	89
99	90
99	95
99	103
99	116
99	128
100	1
100	5
100	13
100	22
100	25
100	28
100	29
100	30
100	45
100	56
100	60
100	91
100	94
100	106
100	108
100	109
101	1
101	3
101	4
101	11
101	36
101	39
101	44
101	46
101	50
101	52
101	54
101	79
101	103
101	113
101	118
101	127
102	7
102	19
102	21
102	23
102	41
102	46
102	60
102	64
102	67
102	73
102	84
102	106
102	107
102	112
102	116
102	122
103	11
103	28
103	32
103	35
103	51
103	57
103	79
103	87
103	90
103	94
103	95
103	99
103	101
103	118
103	119
103	128
104	3
104	19
104	30
104	31
104	32
104	45
104	56
104	61
104	62
104	63
104	70
104	78
104	82
104	106
104	114
104	116
105	2
105	3
105	25
105	30
105	31
105	37
105	56
105	61
105	74
105	76
105	77
105	82
105	91
105	97
105	98
105	117
106	3
106	13
106	29
106	45
106	56
106	80
106	82
106	91
106	97
106	100
106	102
106	104
106	107
106	108
106	116
106	122
107	14
107	15
107	19
107	20
107	23
107	27
107	47
107	59
107	67
107	77
107	84
107	102
107	106
107	112
107	118
107	122
108	1
108	2
108	3
108	22
108	29
108	30
108	31
108	35
108	56
108	71
108	78
108	82
108	85
108	98
108	100
108	106
109	2
109	5
109	13
109	14
109	29
109	30
109	32
109	37
109	58
109	78
109	97
109	100
109	116
109	117
109	121
109	124
110	4
110	9
110	11
110	24
110	26
110	34
110	38
110	44
110	51
110	58
110	61
110	63
110	75
110	83
110	86
110	115
111	9
111	22
111	23
111	24
111	26
111	42
111	63
111	66
111	69
111	75
111	85
111	93
111	96
111	117
111	122
111	123
112	7
112	17
112	21
112	33
112	45
112	50
112	55
112	65
112	68
112	73
112	76
112	80
112	102
112	107
112	120
112	121
113	2
113	16
113	17
113	22
113	25
113	32
113	43
113	49
113	56
113	62
113	78
113	82
113	90
113	97
113	98
113	101
114	16
114	22
114	23
114	25
114	29
114	30
114	31
114	37
114	62
114	71
114	75
114	98
114	104
114	116
114	117
114	128
115	24
115	42
115	50
115	55
115	65
115	66
115	69
115	70
115	74
115	75
115	77
115	80
115	92
115	98
115	110
115	127
116	3
116	12
116	16
116	29
116	31
116	36
116	37
116	45
116	49
116	91
116	99
116	102
116	104
116	106
116	109
116	114
117	3
117	5
117	19
117	29
117	31
117	45
117	53
117	63
117	64
117	82
117	91
117	97
117	105
117	109
117	111
117	114
118	2
118	11
118	14
118	18
118	38
118	44
118	51
118	57
118	77
118	79
118	101
118	103
118	107
118	124
118	125
118	128
119	7
119	10
119	19
119	20
119	23
119	27
119	36
119	41
119	59
119	66
119	75
119	80
119	92
119	94
119	103
119	121
120	5
120	8
120	15
120	22
120	23
120	24
120	25
120	27
120	47
120	60
120	67
120	68
120	73
120	92
120	94
120	112
121	6
121	7
121	20
121	27
121	36
121	41
121	43
121	50
121	73
121	80
121	84
121	88
121	91
121	109
121	112
121	119
122	6
122	8
122	17
122	21
122	23
122	41
122	67
122	68
122	80
122	94
122	95
122	102
122	106
122	107
122	111
122	126
123	20
123	21
123	24
123	28
123	51
123	58
123	65
123	70
123	74
123	75
123	77
123	86
123	89
123	92
123	111
123	126
124	3
124	11
124	12
124	14
124	15
124	31
124	35
124	46
124	51
124	54
124	57
124	79
124	87
124	95
124	109
124	118
125	1
125	4
125	8
125	12
125	14
125	35
125	36
125	40
125	43
125	44
125	57
125	68
125	76
125	93
125	95
125	118
126	9
126	26
126	33
126	38
126	42
126	43
126	58
126	62
126	74
126	77
126	85
126	86
126	93
126	122
126	123
126	127
127	9
127	24
127	28
127	34
127	40
127	55
